,Country,Year,WHI,SPI,GDP,WGI
0,Montenegro,2015,5.192,73.49,76.44878049,27.0
1,Montenegro,2016,5.161,73.49,76.44146341,20.0
2,Montenegro,2017,5.23699998855591,74.36,76.48536585,25.0
3,Montenegro,2018,5.347,74.14,76.84146341,24.0
4,Montenegro,2019,5.523,74.39,76.68292683,19.818181818181813
5,Montenegro,2020,5.54610013961792,74.65,75.93170732,20.477272727272723
6,Montenegro,2021,5.58050012588501,74.29,73.82439024,34.0
7,Montenegro,2022,5.546800136566162,74.64,69.34107140553553,68.40909090909092
